run,total_timesteps,reward_function,notes
2026-03-28_12-44-59,5000000,(0.5 * forward_velocity) + alive_bonus + height_reward + foot_contact_reward - energy,"increased hopping penalty to -2.0, reduced forward velocity weight to 0.5, learning_rate=0.0001"
