#{"t_start": 1774813121.7445307, "env_id": "None"}
r,l,t
152.970065,194,1.070989
251.494973,224,1.155113
138.988151,189,1.224212
358.340856,398,1.377932
269.461597,310,1.491138
186.774397,205,1.566258
149.890819,195,1.636845
222.734954,279,1.738982
202.391545,237,2.595274
242.831615,225,2.687933
180.457053,310,2.807119
179.985019,202,2.881232
129.778595,200,2.954907
239.771996,330,3.078085
133.356874,424,3.23899
252.576715,205,4.077999
294.189754,226,4.167123
197.949174,210,4.253757
205.396785,195,4.327837
156.708126,185,4.39593
207.761797,189,4.467029
145.136279,187,4.537077
326.308133,282,4.644219
256.441359,257,4.740829
170.222929,239,4.830704
385.044664,400,5.762292
168.663632,191,5.835894
207.286569,222,5.918009
225.133453,208,5.995129
119.938018,226,6.077829
285.154011,245,6.168954
125.164067,188,6.237059
154.477995,194,6.309148
138.330082,258,7.173945
187.115542,205,7.258087
147.29613,353,7.396116
189.179677,201,7.471062
149.836334,182,7.537645
212.097785,198,7.610636
24.666485,311,7.727211
200.406653,199,7.802314
136.821552,194,7.873912
138.313901,185,8.703627
227.553391,208,8.788815
257.381614,217,8.878958
227.987863,205,8.959571
222.486673,203,9.034878
164.930403,217,9.116995
141.489664,198,9.190039
136.375113,186,9.260856
208.80955,250,9.355011
172.859345,191,9.428806
145.846325,185,10.420927
159.169924,195,10.509649
246.380847,228,10.613986
146.876695,187,10.684597
-35.379774,250,10.777043
88.474698,187,10.846594
184.222491,193,10.91887
186.365232,249,11.014516
108.61213,194,11.088876
183.93847,262,11.189826
144.922513,276,12.188943
131.744533,321,12.335894
140.707434,189,12.418536
159.628105,308,12.547853
392.900768,317,12.672442
234.339063,211,12.768787
157.277723,200,12.845912
190.820246,228,12.932513
182.08849,198,13.895992
-71.734434,412,14.080763
304.186664,275,14.190508
14.951773,372,14.335608
212.465382,239,14.425829
276.420576,296,14.54079
70.241113,359,15.531646
221.170332,199,15.654438
152.736043,186,15.747635
171.736772,197,15.825749
169.243498,222,15.912299
135.507331,195,15.986414
153.839628,191,16.059948
365.994041,614,16.297821
158.463758,192,16.374012
157.107051,222,17.325463
243.649104,201,17.45792
158.100443,194,17.545502
243.161577,200,17.680522
186.382476,186,17.775719
205.503104,214,17.875886
222.798776,203,17.955024
191.15981,196,18.033767
93.637539,217,18.119917
95.93635,272,19.227085
153.802708,187,19.318729
9.118456,232,19.433447
-0.576913,339,19.605324
207.857411,222,19.725685
162.265407,204,19.8384
148.318964,192,19.93922
178.743265,179,20.02003
212.711275,198,20.117674
200.20417,279,21.717418
212.218199,205,21.813382
222.15286,199,21.90951
181.95882,303,22.023595
47.75625,419,22.18393
142.132383,235,22.272431
236.938734,274,22.374422
177.31318,189,22.444124
-6.313478,329,23.46767
125.362108,185,23.558315
218.963302,210,23.664431
222.21199,192,23.76356
426.106987,421,23.952353
116.400482,177,24.033192
249.387092,229,24.142404
162.232405,192,24.230478
189.559818,269,24.348188
141.819022,189,25.454891
195.806849,360,25.652081
166.641334,191,25.733241
156.804341,197,25.809054
-96.680416,528,26.009113
131.195448,184,26.07629
227.372972,193,26.149174
104.675299,185,26.219332
127.278279,189,27.13633
105.276821,189,27.234072
180.394435,195,27.324317
-312.745438,434,27.489894
216.145317,193,27.562048
221.762748,221,27.645149
149.017418,195,27.718227
135.907914,224,27.803053
139.081142,189,27.874194
210.680095,203,28.74395
161.127946,192,28.819054
92.413256,251,28.918194
161.437433,225,29.003295
179.455811,189,29.07237
119.423043,184,29.138979
82.539635,185,29.206019
195.50071,208,29.284725
-76.280894,296,29.399914
170.046227,199,29.47551
240.258045,215,30.456933
194.135803,203,30.560225
172.783233,189,30.634281
270.52383,202,30.710904
150.744941,193,30.782025
145.229275,225,30.866548
218.553785,205,30.94327
256.231343,217,31.025997
161.87622,184,31.094084
228.231976,216,31.175245
38.362618,294,32.076557
229.88739,201,32.161166
240.707669,219,32.243136
199.434147,283,32.349257
159.51736,227,32.434453
148.463979,190,32.505093
128.630453,190,32.57416
225.377431,204,32.64973
173.186218,191,32.720875
73.417413,216,33.596916
262.052832,252,33.710034
149.216443,195,33.782999
175.176118,198,33.857085
124.216383,189,33.925877
180.047303,202,34.001968
133.606108,272,34.103668
179.388786,212,34.181311
254.574149,197,34.255916
288.90751,230,35.12551
41.464694,238,35.22814
134.735726,190,35.305808
227.604161,266,35.404837
296.500286,275,35.507724
147.992861,203,35.581313
19.392699,224,35.664665
263.668687,243,35.754789
219.98987,205,35.830896
179.809953,203,36.789603
226.377538,209,36.883075
202.769503,221,36.976639
186.451963,205,37.053746
249.936054,202,37.128849
158.193542,387,37.274883
191.7701,231,37.361041
176.983704,201,37.435822
217.618262,203,37.510488
262.384145,217,38.355688
250.735553,201,38.439788
246.780282,201,38.527571
162.149606,205,38.604611
94.660469,246,38.696752
142.949993,195,38.768838
164.509159,194,38.840775
256.113545,226,38.92591
193.472078,197,38.998223
245.088862,211,39.076818
229.433123,201,39.965003
282.140376,358,40.115728
115.519981,270,40.217865
130.852949,215,40.297856
86.689435,359,40.433724
310.277759,242,40.525837
-21.940851,268,40.62571
277.700619,284,41.499813
251.33353,216,41.592951
226.034849,205,41.687158
162.872661,198,41.762251
276.663115,223,41.845865
151.302657,299,41.959263
179.719719,212,42.037865
134.574671,172,42.101939
27.60797,335,42.229594
217.035481,208,43.077833
164.852043,191,43.153418
219.122435,217,43.246546
-15.964416,349,43.379716
263.20376,245,43.470822
315.214455,371,43.612609
209.793635,218,43.695622
189.507348,249,43.790977
200.361653,220,44.644775
184.297281,209,44.728858
143.688895,193,44.806515
248.758942,257,44.903645
278.464488,227,44.989253
248.909497,226,45.07433
244.926231,213,45.154822
161.733126,193,45.228597
153.543901,424,45.389306
56.791646,339,46.305585
292.239318,210,46.394724
161.140554,188,46.465298
367.883371,193,46.539384
170.511594,247,46.632524
246.840303,212,46.710654
247.537909,242,46.803298
174.21331,264,46.904422
37.623423,367,47.832736
261.371093,215,47.920366
284.684931,304,48.036649
127.965323,254,48.131771
253.556598,232,48.219398
-50.748673,345,48.350601
189.0878,217,48.430711
197.544052,245,48.523334
242.768007,251,49.397085
283.059196,249,49.50672
190.17983,192,49.582518
190.026623,206,49.663369
158.276977,182,49.732941
211.130618,427,49.898627
284.731997,288,50.009706
252.671377,226,50.09501
218.154093,230,50.957709
228.548975,209,51.046498
408.583455,371,51.192193
91.519815,356,51.32357
116.531566,265,51.422691
262.879468,340,51.552522
218.099925,203,51.628617
141.588118,189,52.472633
315.861634,308,52.599029
124.71318,530,52.804621
85.173282,256,52.901869
249.770561,219,52.985476
169.107039,192,53.057363
278.919973,212,53.137503
229.210242,219,53.220608
76.046116,428,54.20084
429.725151,441,54.370451
170.704723,199,54.445552
174.941248,213,54.525598
182.616511,220,54.609382
254.607026,295,54.723554
256.498425,258,54.82015
262.849938,260,55.722151
139.638584,382,55.883401
202.837408,402,56.036334
211.048199,215,56.11631
267.767506,213,56.19641
300.845,295,56.308296
110.971649,459,57.343185
234.657107,207,57.433305
109.297142,448,57.611034
194.342503,204,57.687497
213.051582,220,57.770382
349.271537,433,57.934074
195.132229,196,58.007017
218.159954,259,58.858185
254.12429,229,58.952331
244.263554,218,59.049955
81.71787,306,59.164255
217.380766,200,59.240355
222.203772,218,59.322968
262.882392,230,59.408903
86.213821,372,59.550334
282.285181,286,60.450277
208.894855,204,60.536403
246.054784,347,60.681977
209.018527,192,60.754053
231.279602,203,60.830364
208.709525,192,60.902951
237.616255,201,60.978306
244.906489,217,61.060365
205.157477,210,61.139101
179.867254,198,61.213214
230.815123,286,62.082225
235.790693,232,62.183378
263.899005,226,62.269089
220.877056,265,62.368148
276.840775,219,62.450522
117.556572,297,62.56202
228.363723,214,62.642069
158.278468,198,62.71494
240.134842,223,63.582033
261.097953,222,63.678266
215.85726,200,63.762141
162.467393,344,63.89727
269.212777,349,64.029052
41.154261,329,64.152098
207.351861,218,64.234216
198.815047,191,64.304803
243.928841,258,65.217021
144.713586,195,65.301779
250.614937,207,65.382146
195.275413,234,65.470931
241.517635,233,65.559825
228.039029,287,65.668119
215.646435,206,65.746357
211.811549,215,65.827455
185.721484,197,65.903026
153.410689,292,66.83383
209.039483,202,66.919803
245.610311,239,67.012101
222.139349,212,67.093704
229.62418,204,67.170112
235.894773,277,67.275862
198.378846,199,67.350854
257.586331,253,67.445339
225.529798,207,67.524352
232.426296,324,68.441711
214.554616,245,68.547108
258.391871,218,68.629313
232.065004,255,68.725043
217.69291,375,68.864191
210.202883,206,68.940751
153.689843,238,69.029663
327.556073,608,70.086439
209.462488,211,70.169068
89.399663,487,70.360914
197.520756,230,70.447309
232.569285,210,70.526754
122.126499,399,70.678204
235.237633,252,71.555702
250.384214,201,71.636294
103.864722,316,71.76598
204.499401,208,71.845108
244.730403,262,71.952809
253.777605,205,72.032031
252.332977,214,72.116124
197.678862,264,72.217064
357.195292,407,73.124617
290.341508,334,73.272587
230.868627,211,73.354652
215.928764,218,73.438506
312.355953,411,73.593966
225.251053,222,73.678562
251.652409,249,73.773247
156.395494,200,73.849501
351.36218,382,74.785517
172.470618,214,74.874169
250.396514,304,74.987784
271.272395,237,75.077861
-21.82194,351,75.209694
195.231556,221,75.292733
247.473856,217,75.373311
273.865503,244,76.216464
133.677915,365,76.37981
238.7119,226,76.469993
306.472368,250,76.562845
290.487937,257,76.660323
236.492932,226,76.74599
266.483036,236,76.833746
235.974272,307,76.947853
305.204121,453,77.892413
236.833721,299,78.009579
31.659116,288,78.118184
212.041414,205,78.195098
235.780396,220,78.278741
21.307566,521,78.480319
280.169213,232,79.306869
182.077951,259,79.416695
219.413611,242,79.522677
200.470117,274,79.628955
227.27595,228,79.717974
287.691455,255,79.817539
298.542347,411,79.975434
223.505366,338,80.102862
321.628754,242,80.985611
393.562168,405,81.149789
269.432553,576,81.368706
153.259274,189,81.438331
217.042115,225,81.522784
206.980014,317,81.641543
340.591427,424,82.563585
294.513284,216,82.649142
274.430177,270,82.751693
1.859416,315,82.869297
313.785837,297,82.981236
173.37974,388,83.125278
217.83403,201,83.20146
299.840387,265,84.085604
337.08958,370,84.239431
253.173411,213,84.319689
54.291555,358,84.454494
309.907079,239,84.544167
254.279944,240,84.634682
120.249367,380,84.776946
276.188311,223,85.695863
300.709858,282,85.826056
247.601942,250,85.92183
427.188583,578,86.139265
167.287589,471,86.318878
267.720752,251,86.41288
51.957287,487,87.398255
175.293202,312,87.518076
106.53799,368,87.659157
268.904834,205,87.736549
270.815071,206,87.815233
219.14172,351,87.94769
273.500039,303,88.857195
236.355698,247,88.967417
398.805638,598,89.197013
141.744514,373,89.337637
255.995704,275,89.440336
90.116666,251,89.537162
288.418313,260,90.448646
305.820838,242,90.548789
201.598965,230,90.637144
175.579766,200,90.712216
476.496045,428,90.877676
219.17983,330,91.001052
289.567876,238,91.093205
206.012206,204,91.171425
302.013147,232,92.028756
90.447224,403,92.200919
61.108271,456,92.374111
277.73949,338,92.50274
-1.602391,498,92.691278
284.914995,274,93.549167
-149.429637,476,93.742802
250.356074,479,93.924635
249.115007,264,94.026637
218.71692,244,94.12034
170.354303,474,94.305242
244.567126,278,95.187497
266.542699,349,95.330292
293.644808,465,95.505641
-34.367353,522,95.702327
358.55863,279,95.808221
307.521272,277,96.692052
