#{"t_start": 1775085429.831934, "env_id": "None"}
r,l,t
40.590408,158,1.042542
84.981872,159,1.103427
49.685123,159,1.163427
66.385794,159,1.223426
158.431057,159,1.285425
100.876304,159,1.344425
107.062311,158,1.403941
20.476961,158,1.463941
83.505285,159,1.52494
99.116939,157,1.582941
53.5449,156,1.64194
172.525324,159,1.700941
94.854309,158,2.477839
145.275267,159,2.557307
94.819112,158,2.637674
153.56715,157,2.703676
52.570397,159,2.766271
72.445871,159,2.829508
129.797185,155,2.888509
24.150162,157,2.947509
61.382952,159,3.008512
29.444822,158,3.068509
136.214914,157,3.127512
150.622501,159,3.187512
183.547636,157,3.246512
42.739173,158,4.047596
139.843203,158,4.110595
92.510173,155,4.170596
66.00383,157,4.238105
82.972006,158,4.301106
48.740105,156,4.361109
133.524868,159,4.420617
8.591426,159,4.480618
185.995064,160,4.540619
114.842224,157,4.599622
34.732,159,4.658622
213.361587,159,4.718619
66.720666,159,4.777619
99.195202,158,5.575126
108.38426,158,5.641126
113.550424,158,5.711128
64.312107,158,5.773129
160.147638,159,5.835129
94.272363,156,5.893129
181.584232,159,5.954129
130.077729,159,6.014129
98.137045,157,6.073129
24.253294,160,6.133129
35.281116,158,6.192129
130.602628,159,6.252132
222.614847,160,6.312127
139.920583,158,7.121639
78.186074,159,7.19564
124.148741,160,7.259639
161.203686,159,7.32664
41.981207,158,7.386151
35.482099,158,7.447065
40.245028,157,7.507065
31.395253,158,7.566065
114.501132,160,7.626065
98.702483,159,7.68606
-5.376087,159,7.74506
83.669273,157,7.80406
-3.55691,156,7.862061
230.504163,158,8.665359
218.512176,160,8.733356
107.6081,157,8.798356
92.505539,158,8.866357
200.418769,159,8.927359
118.111012,158,8.986357
143.807466,158,9.046357
76.564081,158,9.109357
140.418585,159,9.169357
141.848044,159,9.230371
94.096722,155,9.292889
168.327332,159,9.351887
203.156904,160,9.410401
146.805731,159,10.197399
151.651869,158,10.2604
58.652725,159,10.324399
65.579478,159,10.38891
165.21754,156,10.446909
182.582314,158,10.506909
33.58031,158,10.566909
55.308439,158,10.626909
109.415807,158,10.688911
153.666392,159,10.75091
155.971307,158,10.812914
4.247107,159,10.874909
99.990705,160,10.936914
77.868381,157,11.906019
242.154669,160,11.983022
263.227412,159,12.062019
170.055876,158,12.127023
23.832541,158,12.191023
38.420182,158,12.254025
136.387871,159,12.317021
118.160724,159,12.380069
98.021676,156,12.457168
98.529298,159,12.543941
32.884584,158,12.633002
79.090721,159,12.718308
77.317506,159,12.802104
46.911836,159,14.316171
96.361048,158,14.396697
212.337898,159,14.472696
141.783961,159,14.5457
16.370061,159,14.6157
37.581428,156,14.6767
130.177221,158,14.739699
225.553057,159,14.8027
96.281622,156,14.8627
135.931827,160,14.925699
15.449731,158,14.9877
94.91026,160,15.050699
56.571497,158,15.112699
112.945623,160,16.059204
224.834789,159,16.134204
11.629878,158,16.204204
267.971256,159,16.266209
117.807636,159,16.327209
181.419128,159,16.388736
73.224405,159,16.449732
82.72254,157,16.510731
50.662489,158,16.572732
64.80061,156,16.633736
76.066512,157,16.693734
132.568587,158,16.755731
178.004203,158,16.814732
177.900864,158,17.728337
39.816727,159,17.803339
54.673578,159,17.876337
230.810101,156,17.938342
107.816767,159,18.000343
107.159069,158,18.062343
149.556391,159,18.125338
93.592842,159,18.186337
183.37013,159,18.248338
208.576014,160,18.309337
23.735769,157,18.368341
94.854363,159,18.43174
117.210651,160,18.492735
102.473605,159,19.432775
92.982798,159,19.509773
26.294925,156,19.584774
124.693989,156,19.647775
15.291961,155,19.706774
44.566411,159,19.767774
37.186894,159,19.828775
60.566538,158,19.889775
54.929855,159,19.952777
44.694989,158,20.016775
65.559848,159,20.080775
212.001134,159,20.140775
85.112552,159,20.200774
187.591128,158,21.123296
120.915578,159,21.199295
92.592712,157,21.271295
152.857371,157,21.333295
82.167616,159,21.394813
95.780237,159,21.457814
51.325205,159,21.519816
202.894611,158,21.580813
78.158434,158,21.642814
71.582388,160,21.704814
160.622254,158,21.767814
57.265148,158,21.827812
159.83869,156,21.887816
202.735547,160,22.826638
52.175757,158,22.903662
183.530655,160,22.974665
162.712373,159,23.043666
101.574151,159,23.109663
139.522397,159,23.186663
138.292842,158,23.255664
131.212398,157,23.318663
137.043551,160,23.38218
63.816273,159,23.444003
94.855715,158,23.505003
131.376109,159,23.567003
126.110771,159,23.630001
159.250311,160,24.566032
303.42965,160,24.646031
101.0679,157,24.717033
161.444453,158,24.779036
86.821124,159,24.841036
31.951454,159,24.904035
58.539029,157,24.966037
114.730954,159,25.030037
108.220481,159,25.093036
204.346805,158,25.156036
183.420332,159,25.219036
16.684469,158,25.281036
170.390417,159,25.344036
246.534257,157,26.31555
143.323498,159,26.39007
154.187994,158,26.463073
233.081888,158,26.526073
96.451439,158,26.588073
165.389885,160,26.66507
66.76314,156,26.729073
104.701016,158,26.791074
131.930644,160,26.853071
56.293345,157,26.914069
12.084396,159,26.977073
132.043528,159,27.03807
258.320423,160,27.988302
137.847696,158,28.064303
128.082695,158,28.136302
91.98162,158,28.208305
54.232149,159,28.270304
95.180811,156,28.331308
58.038432,159,28.394819
195.545335,158,28.456331
114.771619,159,28.517332
117.155929,157,28.577335
171.585449,158,28.64033
127.957286,159,28.70233
68.839782,158,28.764333
105.440436,158,30.172439
140.712795,160,30.248442
98.553906,159,30.328439
172.039769,160,30.399961
25.274449,158,30.461961
168.084606,159,30.527961
216.175697,159,30.592961
138.254022,156,30.654961
126.349777,158,30.716964
74.959296,159,30.779963
70.752811,159,30.84296
46.428575,158,30.904961
96.252883,159,30.968961
37.611868,159,31.965474
95.005372,159,32.049474
155.081699,159,32.125477
31.546436,159,32.193479
94.478849,159,32.255479
29.380986,158,32.318476
164.211532,159,32.381994
259.672284,160,32.461234
82.49937,160,32.545741
152.941552,160,32.631407
93.811405,159,32.721745
105.543968,159,32.819742
132.644996,159,32.905238
187.97938,158,33.930229
69.052454,159,34.008229
146.326649,159,34.088226
167.370561,159,34.152229
147.363614,158,34.213228
151.455381,158,34.276231
66.480834,158,34.337231
210.551752,160,34.402291
150.961142,159,34.471288
73.423672,159,34.533288
31.155692,158,34.597288
267.207034,159,34.659288
12.004156,160,34.721285
244.787345,159,35.716793
41.825668,159,35.793793
46.164664,158,35.869792
21.769356,158,35.933797
238.860609,160,35.995797
89.853309,158,36.057797
45.196367,158,36.118798
67.547719,158,36.180797
77.218047,159,36.241798
160.858221,160,36.303797
130.197608,159,36.365799
215.843441,160,36.427943
61.501397,159,36.487944
87.28526,158,37.410735
106.013501,159,37.486736
44.789294,158,37.562734
176.56092,160,37.626735
192.902654,159,37.687735
253.231734,159,37.750738
55.378842,157,37.810738
180.802275,160,37.871733
128.081297,158,37.935735
104.138699,157,37.994733
92.139537,157,38.055738
139.059691,159,38.117735
82.175666,158,38.178733
297.851467,160,39.129034
192.180885,159,39.207034
43.822448,158,39.281036
100.357893,159,39.343036
193.242545,159,39.405549
132.958309,159,39.475068
115.608676,160,39.539069
109.373241,159,39.611069
121.996782,158,39.671068
173.699313,157,39.732068
39.234092,155,39.792068
188.784163,160,39.852068
152.649754,160,39.913068
62.345441,158,40.821575
120.713064,159,40.895575
19.401509,158,40.971579
228.080332,160,41.033581
160.949456,158,41.09358
98.692068,159,41.158581
179.924704,157,41.218576
146.528668,159,41.279576
98.851722,158,41.340576
294.58431,159,41.402094
222.787155,160,41.463096
436.079116,159,41.523094
38.890157,159,41.584095
14.229841,159,42.485483
29.84365,158,42.561023
60.556673,159,42.642319
114.989605,158,42.73532
164.689126,159,42.826084
107.196168,159,42.91141
253.578341,159,42.97241
180.210656,158,43.03141
42.784679,158,43.09141
124.07358,160,43.15241
122.645961,160,43.214407
93.696376,158,43.274407
142.574705,159,43.337406
99.202336,159,44.474749
87.477454,158,44.548747
191.870601,159,44.621748
64.298409,158,44.715749
193.535073,160,44.787751
104.966543,156,44.849751
17.723304,158,44.910751
31.198911,158,44.971746
139.9107,158,45.036749
117.699107,159,45.103746
150.292651,160,45.164747
133.30477,159,45.223746
154.737934,159,45.28475
138.14768,158,46.244263
229.502367,160,46.316261
189.456819,159,46.385772
154.381488,158,46.447771
211.479801,159,46.508772
99.685816,158,46.569772
124.656016,159,46.631773
24.609765,158,46.692773
250.660099,158,46.753772
57.237833,159,46.814776
208.204021,160,46.877771
213.116302,160,46.938772
118.427809,159,47.858527
156.601046,159,47.933527
121.504601,159,48.008531
110.896712,160,48.07953
99.252002,160,48.14153
232.310978,160,48.205534
204.054244,159,48.266533
121.700255,157,48.33453
344.875405,158,48.396045
139.473506,159,48.455827
109.49568,158,48.515828
251.256126,159,48.575827
271.65149,159,48.637832
114.252054,160,49.652856
195.34685,159,49.733859
103.020076,158,49.811856
220.998148,160,49.875858
152.539074,160,49.938857
98.172877,160,49.999856
167.546298,158,50.060856
197.262199,159,50.120857
76.436466,159,50.182858
168.375665,159,50.248858
85.886448,159,50.309858
122.753082,158,50.370858
117.720484,159,50.432375
221.953463,159,51.345376
49.317337,159,51.419897
115.69347,159,51.497894
301.011811,158,51.567899
200.829778,160,51.654896
136.188564,160,51.735899
100.314136,159,51.798899
144.719955,160,51.859899
117.850739,160,51.921895
267.057838,159,51.983899
54.996332,158,52.044899
159.13754,159,52.104894
128.070655,160,52.164899
151.003187,158,53.101292
223.457733,160,53.178296
177.325636,160,53.254295
190.188725,160,53.332295
252.831214,157,53.420639
183.336722,160,53.501639
99.043937,159,53.575638
193.777678,160,53.639149
110.116499,159,53.70415
207.627318,158,53.764149
181.606093,160,53.826149
133.028171,159,53.89215
336.345723,159,53.953149
117.358398,158,54.889178
191.972533,160,54.971178
72.894394,159,55.050179
59.835822,160,55.125178
104.557294,158,55.196176
136.617608,159,55.270176
77.902986,159,55.333175
140.709134,158,55.405681
91.083012,159,55.467677
95.814317,159,55.530676
423.816527,160,55.59268
93.099484,158,55.65368
122.700776,158,55.713681
73.313288,159,56.660188
146.352488,160,56.736187
188.058415,159,56.809187
132.094909,159,56.876185
223.060227,159,56.947187
159.03732,159,57.024188
180.720446,158,57.10819
135.333976,160,57.190187
68.740406,160,57.256186
210.21002,159,57.323187
145.210724,159,57.403008
130.38816,158,57.49001
101.110952,160,57.577009
129.595253,160,58.546311
131.681405,160,58.62331
104.282357,158,58.698314
117.543688,158,58.780313
202.833526,159,58.847316
170.024141,159,58.911315
296.692998,159,58.974316
195.358391,159,59.035311
256.771615,160,59.096316
238.307509,159,59.236314
183.588829,159,59.390833
95.130673,160,59.477832
253.883833,160,59.561344
186.417778,160,60.550857
143.995882,159,60.623857
145.647121,159,60.693856
180.941197,159,60.759857
314.997971,160,60.821856
159.726075,159,60.884856
203.922556,160,60.946856
104.5115,158,61.007856
190.252052,160,61.069856
117.580462,159,61.131856
201.987628,159,61.192856
167.476708,160,61.253856
84.301343,159,62.166888
76.223034,159,62.242888
24.821173,159,62.316888
287.161568,160,62.386894
131.131967,159,62.474952
189.26617,158,62.56029
178.436678,159,62.660995
117.141131,159,62.750004
197.419399,159,62.837186
117.845222,159,62.935296
266.632877,159,62.997479
256.28157,160,63.060482
124.492772,159,63.121479
123.964021,160,64.076143
107.157628,159,64.149147
82.546549,158,64.225147
115.615241,158,64.293146
218.732066,158,64.353146
253.944682,159,64.414663
73.109416,159,64.476664
214.579623,159,64.536664
36.400099,159,64.609175
109.354142,158,64.671174
48.006982,159,64.732175
310.899342,160,64.799176
227.533368,160,64.861176
102.478562,160,65.784694
141.155397,158,65.859695
151.756842,160,65.933691
279.826933,160,65.998692
107.493693,159,66.059693
77.770487,159,66.122693
108.332101,158,66.183693
168.529546,159,66.248697
132.374107,159,66.310697
246.344561,160,66.372694
64.353317,158,66.435211
206.570971,160,66.498209
73.111527,159,66.56021
199.34169,159,67.458863
242.999987,160,67.533863
222.144661,160,67.610864
341.189992,159,67.676869
141.190725,158,67.737869
281.895894,159,67.799864
206.572454,160,67.861869
240.637192,160,67.922864
62.714958,160,67.983864
300.518828,159,68.043864
120.990336,159,68.105864
171.861897,159,68.166864
142.108109,160,68.227865
118.920437,159,69.146229
238.750209,159,69.221229
78.6132,159,69.298229
133.890948,159,69.35923
70.501004,159,69.420741
166.238593,159,69.480741
138.492824,160,69.541741
47.709046,159,69.612851
314.950606,160,69.674844
150.624007,159,69.735844
133.846779,159,69.798846
85.27037,159,69.868844
252.253033,160,69.929843
182.815797,160,70.894352
71.75078,157,70.974352
121.486475,160,71.051356
181.319661,160,71.119354
148.868693,160,71.186355
71.789054,159,71.256358
128.655625,159,71.325353
72.848306,158,71.391356
366.47928,159,71.453567
182.906882,159,71.538571
125.12767,159,71.636569
110.153774,159,71.718567
142.252521,160,71.806079
186.824735,159,72.805654
192.307881,159,72.885749
151.14245,159,72.956747
52.315126,159,73.038778
210.388101,160,73.108777
216.404045,159,73.173776
117.305196,158,73.236778
75.248577,158,73.298777
132.623561,159,73.360777
71.650379,159,73.424099
52.483808,159,73.488102
107.037892,159,73.549612
135.791005,159,73.618642
257.164923,160,74.916378
208.145551,159,74.996891
222.018122,160,75.068895
218.237072,160,75.135918
264.850681,160,75.201951
83.853307,159,75.265956
51.670235,158,75.328469
204.8573,159,75.389993
143.984363,160,75.457508
234.37395,160,75.528607
236.924101,160,75.591738
127.262326,160,75.653738
251.442223,160,76.504448
124.443848,159,76.576451
149.897678,159,76.654967
148.109008,159,76.727052
59.720421,159,76.787581
260.954718,159,76.848581
61.639398,160,76.910107
319.188827,160,76.971116
155.629062,159,77.032637
14.99498,159,77.097155
214.501797,160,77.160158
357.809048,159,77.224687
143.190166,160,77.288799
253.146409,160,78.17975
128.264433,159,78.252745
255.151554,160,78.320254
171.635385,159,78.387782
252.564121,159,78.449609
154.650253,159,78.511139
