run,total_timesteps,reward_function,notes
2026-03-29_19-23-00,10000000,speed_reward + alive_bonus + height_reward + foot_contact_reward - lateral_penalty - energy,"added reference motion imitation, pose reward using np.exp, cycle advances every 25 steps"
