run,total_timesteps,reward_function,notes
2026-03-29_13-42-45,7000000,speed_reward + alive_bonus + height_reward + foot_contact_reward - lateral_penalty - energy,"target speed 1.4 m/s to discourage hopping, lateral penalty for crab walking"
